given_address,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,confidence_city_level,confidence_street_level,country,country_code,confidence,attribution,attribution_license,attribution_url
"58/A Tuem Industrial Estate, Padnem- 403051",12.996696,77.696725,"58, First floor, Phoenix Marketcity, Bhadrappa Layout, Devasandra Industrial Estate, Krishnarajapuram, Devasandra, Bangalore - 560048, Karnataka, India",,58,"First floor, Phoenix Marketcity, Bhadrappa Layout, Devasandra Industrial Estate, Krishnarajapuram",Mahadevapura,Devasandra,560048,Bangalore,Bangalore,Karnataka,KA,,,India,in,0.324390243902439,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"A Wing 9th Floor, Safal Profitaire, Corporate Road, Prahlad Nagar, Ahmedabad- 380015",23.006161,72.511653,"Corporate Road, Ward 42, Ahmedabad - 380015, Gujarat, India",,,Corporate Road,,Ward 42,380015,Ahmedabad,Ahmadabad,Gujarat,GJ,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Morbi,22.8176662,70.8345928,"Morbi - 363641, Gujarat, India",Morbi,,,,,363641,Morbi,Morbi Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fort Aguada Rd Candolim Goa ",15.5120559,73.7689549,"Fort Aguada Road, Candolim - 403515, Goa, India",Fort Aguada Road,,Fort Aguada Road,,,403515,Candolim,Bardez,Goa,GA,1,1,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fort Aguada Rd Candolim Goa ",15.5120559,73.7689549,"Fort Aguada Road, Candolim - 403515, Goa, India",Fort Aguada Road,,Fort Aguada Road,,,403515,Candolim,Bardez,Goa,GA,1,1,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Industrial Area Binanipuram, Edayar, Aluva ",13.020929,77.525528,"M/s Industrial Engineering Instruments, 203, 12th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Peenya Industrial Area, Bangalore - 560058, Karnataka, India",M/s Industrial Engineering Instruments,203,"12th Main Road, 3rd Phase, Peenya Industrial Area, Peenya",Dasarahalli ,Peenya Industrial Area,560058,Bangalore,Bangalore,Karnataka,KA,0.95,0.9025,India,in,0.3325,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New cloth market  Ahamadabad ",23.018527,72.599178,"New Cloth Market, Ward 45, Ahmedabad -, Gujarat, India",,,New Cloth Market,,Ward 45,,Ahmedabad,Ahmadabad,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"ADANI HOUSE, NR. MITHAKHALI CIRCLE NAVRANGPURA, AHMEDABAD",23.012369,72.561743,"Ahmedabad, Ahmadabad, India",Ahmedabad,,,,,,Ahmedabad,Ahmadabad,Gujarat,GJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Adani House Navrangpura, Ahmedabad",23.0346498,72.51787515474615,"Sambhaav House, Judges Bungalow Road, Vastrapur, Ahmedabad - 380015, Gujarat, India",Sambhaav House,,Judges Bungalow Road,Vastrapur,Vastrapur,380015,Ahmedabad,Ahmedabad City Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Adani House, Nr. Mithakali Circlem Navrangpura,Ahmedabad-380009",23.023413,72.555843,"White House, Gulbai Tekra Road, Ward 27, Ahmedabad - 380009, Gujarat, India",White House,,Gulbai Tekra Road,,Ward 27,380009,Ahmedabad,Ahmadabad,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahemdabad- 380009,23.0362323,72.5496859,"Ahmedabad ni Gufa, 120 Feet Ring Road, Gulbai tekra, Ahmedabad - 380009, Gujarat, India",Ahmedabad ni Gufa,,120 Feet Ring Road,Gulbai tekra,Gulbai tekra,380009,Ahmedabad,Ahmedabad City Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"ADANI HOUSE, NR. MITHAKHALI CIRCLE  NAVRANGPura, AHMEDABAD.",23.012369,72.561743,"Ahmedabad, Ahmadabad, India",Ahmedabad,,,,,,Ahmedabad,Ahmadabad,Gujarat,GJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"10th floor, Sikhar, Nr. Adani House  Mithakhli  Circle  Navrangpura Ahmedabad - 9",23.072632,72.660008,"Machhli Circle - Dolphin circle, Ward 14, Ahmedabad -, Gujarat, India",,,Machhli Circle - Dolphin circle,,Ward 14,,Ahmedabad,Ahmadabad,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fortune House Nr. Adani House Mithakali Cross Road, Navrangpura, Ahmedabad-380009",23.036567,72.560263,"404, Sukan Business Centre, Swastik Cross Road, Ward 27, Ahmedabad - 380009, Gujarat, India",,"404, Sukan Business Centre",Swastik Cross Road,,Ward 27,380009,Ahmedabad,Ahmadabad,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Adani House, Mithakali Sikh Road Navamgpura Ahmedabad-380014",17.462736,78.491196,"Sikh Village Road, Secunderabad -, Telangana, India",,,Sikh Village Road,,,,Secunderabad,Hyderabad,Telangana,TG,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV Road Chin Choli Naka Malad (W) Mumbai - 64,19.18543,72.966248,"SV Road, Thane -, Maharashtra, India",,,SV Road,,,,Thane,Thane,Maharashtra,MH,,,India,in,0.07142857142857142,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9, Harish Chandra Mathur Lane New Delhi-110001",28.622155,77.2221516,"Harish Chandra Mathur Lane, New Delhi - 110 001, Delhi, India",Harish Chandra Mathur Lane,,Harish Chandra Mathur Lane,Chanakya Puri Tehsil,,110 001,New Delhi,,Delhi,DL,,,India,in,0.2797297297297297,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"82,South Avenue New Delhi",28.6111021,77.1993153,"South Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",South Avenue,,South Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"14, New Moti Bagh, New Delhi",28.5762264,77.177488,"Moti Bagh Flyover, Ramakrishna Puram, New Delhi - 110022, Delhi, India",Moti Bagh Flyover,,Moti Bagh Flyover,Vasant Vihar Tehsil,Ramakrishna Puram,110022,New Delhi,,Delhi,DL,1,0.3333333333333333,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"14, New Moti Bagh New Delhi",28.5762264,77.177488,"Moti Bagh Flyover, Ramakrishna Puram, New Delhi - 110022, Delhi, India",Moti Bagh Flyover,,Moti Bagh Flyover,Vasant Vihar Tehsil,Ramakrishna Puram,110022,New Delhi,,Delhi,DL,1,0.3333333333333333,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
14 New Moti Bagh New Delhi,28.5762264,77.177488,"Moti Bagh Flyover, Ramakrishna Puram, New Delhi - 110022, Delhi, India",Moti Bagh Flyover,,Moti Bagh Flyover,Vasant Vihar Tehsil,Ramakrishna Puram,110022,New Delhi,,Delhi,DL,1,0.3333333333333333,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"82, South Avenue, New Delhi",28.6111021,77.1993153,"South Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",South Avenue,,South Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"14. N.S. Road, 2nd Floor, Kolkata",22.4965521,88.3688357,"North Road, Poddar Nagar, Kolkata - 700 032, West Bengal, India",North Road,,North Road,,Poddar Nagar,700 032,Kolkata,,West Bengal,WB,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"At. Talod Dist Sabarkantha ",24.64567,84.49182,"At, Aurangabad, India",At,,,,,,At,Aurangabad,Bihar,BR,0.1,,India,in,0.1,,,https://www.whosonfirst.org/docs/licenses/
"Top Floor, Heritage, Near Gujarat Vidyapith, B/H Visngar Bank, Ashram Road, Ahmedabad-380014",23.026458,72.571257,"Ashram Road, Ward 27, Ahmedabad -, Gujarat, India",,,Ashram Road,,Ward 27,,Ahmedabad,Ahmadabad,Gujarat,GJ,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahrnedabad.,,,,,,,,,,,,,,,,,,,,,
Jamnagar,22.4732415,70.0552102,"Jamnagar, Jamnagar City Taluka, India",Jamnagar,,,,,,Jamnagar,Jamnagar City Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wankaner,22.6153934,70.9495617,"Wankaner - 363621, Gujarat, India",Wankaner,,,,,363621,Wankaner,Wankaner Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tdakwadi Belgaum-590006,15.8572666,74.5069343,"Belagavi - 590001, Karnataka, India",Belagavi,,,,,590001,Belagavi,Belagavi taluku,Karnataka,KA,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vadodara,22.2973142,73.1942567,"Vadodara - 390001, Gujarat, India",Vadodara,,,,,390001,Vadodara,Vadodara District,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gurukul CHS, 1st Floor, Ram Road Vile Parle (East) Mumbai- 400057",12.963604,77.594055,"1 Main Road, Sri Ram Mandir Road, Sampangiram Nagar, Bangalore -, Karnataka, India",,1 Main Road,Sri Ram Mandir Road,East Bangalore,Sampangiram Nagar,,Bangalore,Bangalore,Karnataka,KA,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PRABHAT RD. PUNE,18.477099,73.895156,"Prabhat Super Shoppe, NIBM Road, Kondhwa, Pune - 411048, Maharashtra, India",Prabhat Super Shoppe,,NIBM Road,Kondhwa,Kondhwa,411048,Pune,Pune District,Maharashtra,MH,1,0.16666666666666666,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plot No. 114. MLA & MPs Colony. Road No 10C Jubilee Hills. Hyderabad 500033,17.422077,78.410593,"Jubilee Hills, Hyderabad, Telangana, India",Jubilee Hills,,,Central Zone,Jubilee Hills,,Hyderabad,Hyderabad,Telangana,TG,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Thane,19.1943294,72.9701779,"Thane, India",,,,,,,Thane,Thane,Maharashtra,MH,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Varca Beach, Salcete, Goa. India 403721",15.2179493,73.9300810048542,"Varca Beach, Orlim, Salcete, India",Varca Beach,,,,,,Orlim,Salcete,Goa,GA,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Varca Beach Saicete Goa- 403721,15.232144,73.925924,"Varca Beach, Benaulim, South Goa, India",Varca Beach,,,,,,Benaulim,South Goa,Goa,GA,,,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Margao, Goa.",15.272923,73.9583159,"Margao - 403601, Goa, India",Margao,,,,,403601,Margao,Salcete,Goa,GA,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Margao-Goa,15.272923,73.9583159,"Margao - 403601, Goa, India",Margao,,,,,403601,Margao,Salcete,Goa,GA,0.6,,India,in,0.6,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Fisheries dept bldg opp mandovi hotel panaji Goa,,,,,,,,,,,,,,,,,,,,,
New Delhi,28.6138954,77.2090057,"New Delhi, Delhi, India",,,,,,,New Delhi,,Delhi,DL,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"703, Dempo Trade Centre, Patto Plaza, Panaji-Goa 403001, Ph. 0832-2438999",,,,,,,,,,,,,,,,,,,,,
"8F, Hansalaya Barakhamba Road New Delhi",28.63576,77.22445,"New Delhi, South West, India",New Delhi,,,,,,New Delhi,South West,Delhi,DL,1,,India,in,0.14285714285714285,,CC BY 4.0,https://www.geonames.org/datasources/
"B-9, Lind Floor Model Town-ii, New Delhi ",17.348834,78.398905,"Maple Town - II, Rajendra Nagar, Hyderabad -, Telangana, India",,,Maple Town - II,South Zone,Rajendra Nagar,,Hyderabad,Hyderabad,Telangana,TG,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"UNA, Dist Junagadh",20.82318,71.03795,"Una, Junagadh, India",Una,,,,,,Una,Junagadh,Gujarat,GJ,0.125,,India,in,0.125,,,https://www.whosonfirst.org/docs/licenses/
"Sp Centre 41/44 Minoo Desai Marg, Colaba, Mumbai-400005",18.913541,72.816588,"Bombay Colaba, Mumbai, Maharashtra, India",Bombay Colaba,,,Zone 1,Bombay Colaba,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Sp Centre 41/44 Minoo Desai Marg, Colaba, Mumbai-400005",18.913541,72.816588,"Bombay Colaba, Mumbai, Maharashtra, India",Bombay Colaba,,,Zone 1,Bombay Colaba,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
MP Nagar Bhopal M. P.,23.173614,77.439524,"rohit nagar road, Bhopal -, Madhya Pradesh, India",,,rohit nagar road,,,,Bhopal,Bhopal,Madhya Pradesh,MP,1,0.95,India,in,0.4976190476190476,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
MP Nagar Bhopal M. P.,23.173614,77.439524,"rohit nagar road, Bhopal -, Madhya Pradesh, India",,,rohit nagar road,,,,Bhopal,Bhopal,Madhya Pradesh,MP,1,0.95,India,in,0.4976190476190476,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
MP Nagar Bhopal M. P.,23.173614,77.439524,"rohit nagar road, Bhopal -, Madhya Pradesh, India",,,rohit nagar road,,,,Bhopal,Bhopal,Madhya Pradesh,MP,1,0.95,India,in,0.4976190476190476,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
MP Nagar Bhopal M. P.,23.173614,77.439524,"rohit nagar road, Bhopal -, Madhya Pradesh, India",,,rohit nagar road,,,,Bhopal,Bhopal,Madhya Pradesh,MP,1,0.95,India,in,0.4976190476190476,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5 Yeshwant Colony Indore- 452003,22.73112,75.87457,"6, Panchvati Apartment Yeshwant Niwas Road, Indore -, Madhya Pradesh, India",,6,Panchvati Apartment Yeshwant Niwas Road,,,,Indore,Indore,Madhya Pradesh,MP,1,,India,in,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Surat ",21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhopal M. P.,23.2584857,77.401989,"Bhopal - 462001, Madhya Pradesh, India",Bhopal,,,,,462001,Bhopal,Bhopal,Madhya Pradesh,MP,0.675,,India,in,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Agarwal Golden Chambers, Fun Republic Rd., Plot No. 13-A, Behind Balaji Telefilms, Andheri (W), Mumbai- 400053",19.131577,72.891418,"Mumbai, Mumbai City, India",Mumbai,,,,,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"A-10, new rajdhani enclave vikas marg Delhi-110092",28.561077,77.163739,"A-10, Vasant Vihar, Delhi -, Delhi, India",,,A-10,,Vasant Vihar,,Delhi,South West,Delhi,DL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"A-10, new rajdhani enclave vikas marg Delhi-110092",28.561077,77.163739,"A-10, Vasant Vihar, Delhi -, Delhi, India",,,A-10,,Vasant Vihar,,Delhi,South West,Delhi,DL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Proffesor colony Bhopal ",23.302518,77.4052855,"Goya Colony, Bhopal - 462001, Madhya Pradesh, India",Goya Colony,,,,Goya Colony,462001,Bhopal,Huzur Tahsil,Madhya Pradesh,MP,0.16666666666666666,,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"FEDERAL BANK, C CHOWK. DELHI 2ND FLOOR, PRESS COMPLEX- ZONE-1 -BHOPAL ",17.450032,78.534719,"Federal Bank, Safilguda, Hyderabad, India",Federal Bank,,,North Zone,Safilguda,,Hyderabad,Hyderabad,Telangana,TG,0.125,,India,in,0.4,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Infra Division,19.91667,75.33333,"Aurangabad division, Maharashtra, India",Aurangabad division,,,,,,Aurangabad division,Aurangabad,Maharashtra,MH,,,India,in,0,,CC BY 4.0,https://www.geonames.org/datasources/
Indore M.R,22.7203616,75.8681996,"Indore - 452001, Madhya Pradesh, India",Indore,,,,,452001,Indore,Indore,Madhya Pradesh,MP,0.675,,India,in,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"31, SD Road,Secunderabad",17.477064,78.491567,"Secunderabad, Hyderabad, India",Secunderabad,,,,,,Secunderabad,Hyderabad,Telangana,TG,1,,India,in,0.54,,,https://www.whosonfirst.org/docs/licenses/
"Chandi Bazar, Haveli Gali, Junagadh",30.687417,76.749254,"Chandi Path, Sector 65, Ajitgarh -, Punjab, India",,,Chandi Path,,Sector 65,,Ajitgarh,Rupnagar,Punjab,PB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kolkata,22.5726723,88.3638815,"Kolkata, West Bengal, India",,,,,,,Kolkata,,West Bengal,WB,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"23, Willingdon Crescent, New Delhi",28.6094909,77.1953026,"Willingdon Crescent, Rakab Ganj, New Delhi - 110004, Delhi, India",Willingdon Crescent,,,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,,India,in,0.5785714285714286,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"23,Willingdon Cresent New Delhi ",28.6094909,77.1953026,"Willingdon Crescent, Rakab Ganj, New Delhi - 110004, Delhi, India",Willingdon Crescent,,,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,,India,in,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"23, Mother Teresa Crescent,, New Delhi",28.6073454,77.1942925,"Mother Teresa Crescent, Rakab Ganj, New Delhi - 110004, Delhi, India",Mother Teresa Crescent,,Mother Teresa Crescent,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"23, Mother Teresa Crescent New Delhi",28.6073454,77.1942925,"Mother Teresa Crescent, Rakab Ganj, New Delhi - 110004, Delhi, India",Mother Teresa Crescent,,Mother Teresa Crescent,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
23 Willingdon Crescent New Delhi-110001,28.594421,77.198469,"Recreation Hall, New Willingdon camp, Delhi Race Club, Delhi - 110003, Delhi, India",,Recreation Hall,New Willingdon camp,,Delhi Race Club,110003,Delhi,South West,Delhi,DL,,,India,in,0.1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"23, Mother Teresa Crescent New Delhi",28.6073454,77.1942925,"Mother Teresa Crescent, Rakab Ganj, New Delhi - 110004, Delhi, India",Mother Teresa Crescent,,Mother Teresa Crescent,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vadodara,22.2973142,73.1942567,"Vadodara - 390001, Gujarat, India",Vadodara,,,,,390001,Vadodara,Vadodara District,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
At. Nandej Taluka Daskroi Dist Ahmedabad,,,,,,,,,,,,,,,,,,,,,
"35-36, DDU Marg New Delhi 110002",28.557163,77.163665,"Delhi, South West, India",Delhi,,,,,,Delhi,South West,Delhi,DL,0.5625,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"ORPET NAGAR, NATIONAL HIGHWAY HID 8, MORBI",22.807912,70.882206,"Morvi, Rajkot, India",Morvi,,,,,,Morvi,Rajkot,Gujarat,GJ,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plot No 7 MP Nagar Bhopal M.P.,23.235467,77.435763,"Bhopal, India",Bhopal,,,,,,Bhopal,Bhopal,Madhya Pradesh,MP,0.675,,India,in,0.13499999999999998,,,https://www.whosonfirst.org/docs/licenses/
"784, Gandhi Chowk, Ranikhet Almora",29.625996,79.436645,"Ranikhet, Almora, India",Ranikhet,,,,,,Ranikhet,Almora,Uttarakhand,UT,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Kurud Dist : Dhamtari, ",20.83222,81.72139,"Kurud, Dhamtari, India",Kurud,,,,,,Kurud,Dhamtari,Chhattisgarh,CT,1,,India,in,0.6666666666666667,,,https://www.whosonfirst.org/docs/licenses/
746 Nehru Ward Katni M. P.,,,,,,,,,,,,,,,,,,,,,
"Sagar Villa Ananadpuri Rd .Meerut ",28.996478,77.707672,"Meerut Cantt, Meerut, India",Meerut Cantt,,,,,,Meerut Cantt,Meerut,Uttar Pradesh,UP,1,,India,in,0.08333333333333333,,,https://www.whosonfirst.org/docs/licenses/
Indore M. P.,22.619031200000002,76.04899535227256,"Kampel, Indore, MP, Indore Tahsil, India","Kampel, Indore, MP",,,,,,"Kampel, Indore, MP",Indore Tahsil,Madhya Pradesh,MP,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"10, Pt. Pant Marg, New Delhi",28.6236213,77.2064707,"Pandit Pant Marg, Rakab Ganj, New Delhi - 110004, Delhi, India",Pandit Pant Marg,,Pandit Pant Marg,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,0.5,India,in,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75 Revera Town Bhopal M.P.,,,,,,,,,,,,,,,,,,,,,
"273, Sakar Shivaji Nagar, Nagpur- 44001 Maharashtra",,,,,,,,,,,,,,,,,,,,,
"6, Talkatora Road New Delhi",28.6225019,77.2028186,"Talkatora Road, Rakab Ganj, New Delhi - 110004, Delhi, India",Talkatora Road,,Talkatora Road,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Finance Minister Govt. Of Haryana, Chandigarh, Haryana",,,,,,,,,,,,,,,,,,,,,
Dani aSheri Mahidharpura Surat,,,,,,,,,,,,,,,,,,,,,
Chander Shekhar Bard Baitool,12.945944,77.567404,"Shekhar Hospital, Sunkenahalli, Bangalore - 560019, Karnataka, India",Shekhar Hospital,,,South Bangalore,Sunkenahalli,560019,Bangalore,Bangalore,Karnataka,KA,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"38, Nayagaon Jabalpur M. P.",30.863998,75.860316,"38, Ludhiana -, Punjab, India",,,38,,,,Ludhiana,Ludhiana,Punjab,PB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
516 Khatiwala Tank Indore M.P.,22.6994307,75.8583614,"Paras Medical Center, 329, Bhawarkuwa Road, Indore - 452001, Madhya Pradesh, India",Paras Medical Center,329,Bhawarkuwa Road,,,452001,Indore,Indore Tahsil,Madhya Pradesh,MP,,,India,in,0.2785714285714286,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nootan Bihar, Teekamgarh",23.683803,72.546914,"Nootan General Hospital, Visnagar - 384315, Gujarat, India",Nootan General Hospital,,,,,384315,Visnagar,Mahesana,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Badwani M.P.,32.84671,74.59616,"Badwanian, India",Badwanian,,,,,,Badwanian,,,,0.5444444444444444,,India,in,0.5444444444444444,,,https://www.whosonfirst.org/docs/licenses/
"B/2, Lake Nisarg Co-op Hsg Soc. Vaishali Nagar Mulund (W) Mumbai-400080",19.124611,72.913105,"B-2 (7-10), Powai, Mumbai -, Maharashtra, India",,,B-2 (7-10),Zone 6,Powai,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0.475,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
45-A/78 east azad nagar Delhi,28.557163,77.163665,"Delhi, South West, India",Delhi,,,,,,Delhi,South West,Delhi,DL,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"VPO Motar, Distt Mansa",12.9754635,76.27310926818828,"Morarji School, Bengaluru - Mangalore Highway, Addihalli -, Karnataka, India",Morarji School,,Bengaluru - Mangalore Highway,,,,Addihalli,Channarayapattana taluk,Karnataka,KA,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Basar Road Dhamtari Chhattisgarh,21.2214263,81.641084,"Dhamtari Road, Raipur - 493332, Chhattisgarh, India",Dhamtari Road,,Dhamtari Road,,,493332,Raipur,Raipur Tahsil,Chhattisgarh,CT,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Patel Nagar Malviya Chowk Ganeshpur Roorkee.Haridwar,23.06167,80.97083,"Ganeshpur, Dindori, India",Ganeshpur,,,,,,Ganeshpur,Dindori,Madhya Pradesh,MP,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
