given_address,lat,lon,formatted,name,district,housenumber,street,county_code,postcode,suburb,city,county,state,confidence_street_level,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
INC	Harendra Agarwal	358 Lohia Nagar Dist Ghaziabad	Ghaziabad	Uttar Pradesh	25000	2013,28.672538,77.434642,"40, lohia nagar, Ghaziabad - 201001, UP, India",,,40,lohia nagar,,201001,,Ghaziabad,Ghaziabad,Uttar Pradesh,,UP,India,in,0.08281503515413735,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Harendra Mirdh	4-A Bhawani Singh Lane C Scheme Jaipur 	Jaipur	Rajasthan	26000	2005,38.690513,-121.46113,"Singh Lane, Rio Linda, CA, United States of America",,,,Singh Lane,,,Robla,Rio Linda,Sacramento County,California,,CA,United States,us,0.013520822065981607,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hareshkumar Narrottadas Ghyanchand	Chimanlal Jeevabhai Patel Market 10, APMC Vasna Ahmedabad	Ahmedabad	Gujarat	25000	2012",46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hari Govind Singh	20, N.S. Road Shishubagan More Po-Raigunj, Burdwan-713347			200000	2013",36.248266,-97.085753,"Ns 332 Road, Noble County, OK, United States of America",,,,Ns 332 Road,,,,,Noble County,Oklahoma,,OK,United States,us,0.001918949627572276,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hari Ichchha Industrial Co- Society Ltd	Surat	Surat		31000	2012,27.870348,84.627046,"Ichchha Kamana Gaunpalika Office, Chitwan, Nepal",,,,Ichchha Kamana Gaunpalika Office,,,,,Chitwan,Three,,,Nepal,np,0.010369792826910218,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hari Manjhi	218, North Avenue New Delhi-01	New Delhi		50000	2013",39.03171,-90.26122,"New Delhi, IL, United States of America",,Mississippi Township,,,,,,New Delhi,Jersey County,Illinois,,IL,United States,us,0,1,,,https://www.whosonfirst.org/docs/licenses/
"INC	Hari Shankar Gupta	B-2/17, Ashok Vihar-II Delhi-110052	New Delhi		52500	2013",,,,,,,,,,,,,,,,,,,,,,
"INC	Hari Shankar Gupta	B-2/17, Ashok Vihar-II Delhi-110052	New Delhi		32000	2009",,,,,,,,,,,,,,,,,,,,,,
"INC	Hari Shankar Gupta	B-2/17, Ashok Vihar-II Delhi-110052	New Delhi		32000	2010",,,,,,,,,,,,,,,,,,,,,,
"INC	Hari Shanker Gupta	B-2/17, Ashok Vihar-II Delhi-110052	New Delhi		52500	2013",,,,,,,,,,,,,,,,,,,,,,
"INC	Hari Shanker Gupta	B-2/17, Ashok Vihar- II Delhi- 110096	New Delhi		32000	2011",28.612144,77.337039,"Gharoli Dairy Farm, Mayur Vihar Phase III New Delhi, Delhi - 110096, DL, India",,,Gharoli Dairy Farm,Mayur Vihar Phase III New Delhi,,110096,,Delhi,South West,Delhi,,DL,India,in,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hari Singh Kumber	Mohalla- Gopalgarh, Bharatpur 			24000	2005",27.585498,84.363802,"Bharatpur - Madi -Thori, Chitwan, Nepal",,,,Bharatpur - Madi -Thori,,,,,Chitwan,Three,,,Nepal,np,0.04045099521289999,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Haribhai bharvad	Barla Dist Ahmedabad	Ahmedabad	Gujarat	25000	2004,48.461308,16.298586,"2004 Niederhollabrunn, Austria",2004,,,,,2004,,Niederhollabrunn,Korneuburg,Lower Austria,,,Austria,at,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Haribhai Dhanjibhai & Co.	Nadiad Dist Kheda			100000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Haribhai Kalbhai Patel	Lakhani Taluka 			51000	2013,46.967023,6.86276,"2013 Neuchatel, Switzerland",2013,,,,,2013,,,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Haribhai Parthibhai Choudhary	Hari Bhuvan AT-Post Jagana TA. Palanpur Dist Banskantha			110000	2013,-40.676234,172.682157,"Collingwood Post & Telegraph Office, Collingwood, New Zealand",,,,Collingwood Post & Telegraph Office,,,,Collingwood,Tasman District,Tasman Region,,,New Zealand,nz,0.015081534546140075,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Haribhau Jawale	52, North Avenue New Delhi-01	New Delhi		50000	2013",44.599789,-95.220993,"North Avenue, Delhi, MN, United States of America",,Delhi,,North Avenue,,,,Delhi,Redwood County,Minnesota,0.16666666666666666,MN,United States,us,0.1038647342995169,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Haridas Bhardwaj	Vill  & Post Bhatgaon Dist Raipur	Raipur	Chhattisgarh	26000	2003,-45.097574,170.970241,"KiwiBank and Postshop, Oamaru, Waitaki District, New Zealand",KiwiBank and Postshop,Oamaru,,,,,,Oamaru,Waitaki District,Otago Region,,,New Zealand,nz,0.0005259515570934267,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hariial M.Patel,	Rajkot.	Rajkot		21000	2011",52.382486,4.636672,"2011 Haarlem, Netherlands",2011,Haarlem,,,,2011,,Haarlem,,North Holland,,,Netherlands,nl,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Harikant Ahluwalia	85,Tilak Road Meerut 	Meerut		100000	2011",19.018606,72.846524,"Tilak Road, Bombay Matunga, Mumbai -, MH, India",,Zone 2,,Tilak Road,,,Bombay Matunga,Mumbai,Mumbai City,Maharashtra,,MH,India,in,0.030486268581506694,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harikesh Bahadur	Vill & Post-Barhyachowk Gorakhpur, Uttar Pradesh	Uttar Pradesh		21800	2010",,,,,,,,,,,,,,,,,,,,,,
"BJP	Harinagar Sugar Mills Ltd.	207,Kalba Devi Rd.Mumbai Through Smt Shushma JI 	Mumbai		100000	2011",,,,,,,,,,,,,,,,,,,,,,
"INC	Harinagar Sugar Mills Lted.	Worli Trade Centre, Cuffe Parade, Colaba, Mumbai-400005	Mumbai		101000	2009",,,,,,,,,,,,,,,,,,,,,,
BJP	Harinder Gupta	15 D/C Gandhi Nagar Jammu 	Jammu		100000	2011,26.91652,77.293256,"St.joseph school, gandhi nagar, - 321401, RJ, India",,,St.joseph school,gandhi nagar,,321401,,,Bharatpur,Rajasthan,,RJ,India,in,0.140625,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hariom Corporation	Thod Road Kadi Dist Mehsana	Mehsana		150000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Hariom Devlopers	Rander Jahangirpura Surat	Surat		21000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
CPI(M)	Haripada Das	Qtr No. T-11/39 Melarmath Agartala	Agartala	Tripura	1250000	2014,23.83605,91.27939,"Agartala, West Tripura, India",,,,,,,,Agartala,West Tripura,Tripura,,TR,India,in,0,,,CC BY 4.0,https://www.geonames.org/datasources/
"CPI(M)	Haripada Das	Qtr No- 11/39 Melarmath, Agartala	Agartala	Tripura	175000	2013",23.83605,91.27939,"Agartala, West Tripura, India",,,,,,,,Agartala,West Tripura,Tripura,,TR,India,in,0,,,CC BY 4.0,https://www.geonames.org/datasources/
CPI(M)	Haripada Das S/O Late Amarchand Das	Qtr No 11/39 Melarmath Agartala West Tripura 799001	Agartala	Tripura	120000	2011,,,,,,,,,,,,,,,,,,,,,,
"CPI(M)	Haripada Das, Quarter	No T-11/39, Melarmath Agartala	Agartala	Tripura	45000	2012",14.3209,120.96452,"Dasmariñas, Cavite, Philippines",,,,,,,,Dasmariñas,Dasmarinas,Cavite,,,Philippines,ph,0,,,,https://www.whosonfirst.org/docs/licenses/
"CPI(M)	Haripada Das, Quarter	No T-11/39, Melarmath Agartala	Agartala	Tripura	45000	2012",14.3209,120.96452,"Dasmariñas, Cavite, Philippines",,,,,,,,Dasmariñas,Dasmarinas,Cavite,,,Philippines,ph,0,,,,https://www.whosonfirst.org/docs/licenses/
"CPI(M)	Haripada Das, Quarter	No T-11/39, Melarmath Agartala	Agartala	Tripura	45000	2012",14.3209,120.96452,"Dasmariñas, Cavite, Philippines",,,,,,,,Dasmariñas,Dasmarinas,Cavite,,,Philippines,ph,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Harish Bedi	928, Janakpuri, Ludhiana			100000	2010",30.864549,75.921648,"Harish Clinic, Ludhiana - 141016, PB, India",Harish Clinic,,,,,141016,,Ludhiana,Ludhiana,Punjab,,PB,India,in,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harish Chand Jain	IX/2405 Gali No -14, Kailash Nagar Delhi 110031	New Delhi		50000	2005",28.663527,77.26351,"Indra Gali, Delhi - 110031, DL, India",,,,Indra Gali,,110031,,Delhi,South West,Delhi,0.95,DL,India,in,0.475,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harish Choudhary	214. North Avenue, New Delhi	New Delhi		54000	2013",48.490463,16.121712,"Wienerstraße 214, 2013 Göllersdorf, Austria",,Göllersdorf,214,Wienerstraße,,2013,,Göllersdorf,Hollabrunn,Lower Austria,,,Austria,at,0,1,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Harish Choudhary	214, North Avenue, New Delhi	New Delhi		54000	2010",-33.877142,151.215283,"214 Liverpool Street, Darlinghurst NSW 2010, Australia",,Darlinghurst,214,Liverpool Street,,2010,,Darlinghurst,Sydney,New South Wales,,NSW,Australia,au,0,1,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Harish Choudhary	214, North Avenue New Delhi	New Delhi		24000	2013",48.490463,16.121712,"Wienerstraße 214, 2013 Göllersdorf, Austria",,Göllersdorf,214,Wienerstraße,,2013,,Göllersdorf,Hollabrunn,Lower Austria,,,Austria,at,0,1,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Harish Jindal	Panchkula			100000	2010,,,,,,,,,,,,,,,,,,,,,,
"BJP	Harish Kumar Ghai	233 P- Sector, 14 Gurgaon	Gurgaon		100000	2014",23.076885,69.592954,"14, Sector P L10, - 370430, GJ, India",,,14,Sector P L10,,370430,,,Kachchh,Gujarat,,GJ,India,in,0.03140495867768593,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Harish R Chauhan	Sai Smrut Apptt., R V Desai Rd., Baroda			21000	2014",-33.8720035,151.2259331,"Baroda Lane, Elizabeth Bay NSW 2011, Australia",Baroda Lane,Elizabeth Bay,,Baroda Lane,,2011,Elizabeth Bay,Sydney,,New South Wales,0.285,NSW,Australia,au,0.475,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harish Rawat	9, Teen Murthy Lane, New Delhi	New Delhi		186500	2010",28.641926,77.22175,"New Delhi, Minto Road Area, Delhi, South West, India",New Delhi,,,,,,Minto Road Area,Delhi,South West,Delhi,,DL,India,in,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harish Rawat	9, Teen Murthy Lane, New Delhi.	New Delhi		54000	2013",29.666005,-95.44602,"Teen Avenue, Houston, TX, United States of America",,,,Teen Avenue,,,Willow Meadows,Houston,Harris County,Texas,,TX,United States,us,0.0054522497704315945,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Harish Rawat	9 Teen Murti Lane New Delhi	New Delhi		24000	2013,28.602833,77.196001,"Police Station Chankyapuri, Teen Murti Marg, Teen Murti Marg Area, Delhi - 110011, DL, India",,,Police Station Chankyapuri,Teen Murti Marg,,110011,Teen Murti Marg Area,Delhi,South West,Delhi,0.5076562499999999,DL,India,in,0.1096011248852158,0.5343749999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Harish zantye	Dr. Atmaram Road Opp Nora Goa Panaji Goa	Goa	Goa	50000	2004,34.057338,-117.195346,"Esri Inc, Redlands, CA, United States of America",Esri Inc,,,,,,,Redlands,San Bernardino County,California,,CA,United States,us,0.95,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Harishankar Khatik	Jatara Tikamgarh M.P.			100000	2011,,,,,,,,,,,,,,,,,,,,,,
"BJP	Harishchandra Chavan	C-6, MS Flats A-Block BKS Marg New Delhi-01	New Delhi		50000	2013",47.1166,3.634848,"117 Chavance, 58110 Achun, France",,Achun,117,Chavance,,58110,,Achun,Nièvre,Burgundy-Franche-Comte,,,France,fr,0.0047851562499999995,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Hariwali Sales & Services	At. & Post Tharad, Dist. Palanpur			51000	2012",34.489179,-93.045461,"Services Lane, Hot Springs, AR, United States of America",,,,Services Lane,,,,Hot Springs,Garland County,Arkansas,,AR,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harkh Singh Rawat	Ganga Nali, Srinagar Garhwal	Jammu and Kashmir		25525	2010",,,,,,,,,,,,,,,,,,,,,,
BJP	Harmony Electoral Trust	Vasant Kunj  ND-70			15000000	2009,-33.86901,151.19353,"Pyrmont NSW 2009, Australia",2009,Pyrmont,,,,2009,,Pyrmont,Sydney,New South Wales,,NSW,Australia,au,0,,,,https://www.whosonfirst.org/docs/licenses/
"INC	Harmony Electoral Trust	D-7/7371, Vasant Kunj, New Delhi-110070	New Delhi		20000000	2009",39.03171,-90.26122,"New Delhi, IL, United States of America",,Mississippi Township,,,,,,New Delhi,Jersey County,Illinois,,IL,United States,us,0,1,,,https://www.whosonfirst.org/docs/licenses/
CPI	Harnam Singh	Haryana	Haryana	Haryana	20000	2011,29.6559,76.03339,"Harnam Singhwala, Jind, India",,,,,,,,Harnam Singhwala,Jind,Haryana,,HR,India,in,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Harnish Kritibhai Amin	Vadodara	Vadodara		25000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"INC	Haroon Yusuf	2164, Balli Maran New Delhi-110006	New Delhi		105000	2013",45.05667,-93.214617,"2164 Inca Lane, New Brighton, MN 55112, United States of America",,New Brighton,2164,Inca Lane,,55112,,New Brighton,Ramsey County,Minnesota,,MN,United States,us,0,0.125,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Haroon Yusuf	216, Ahata Kale Sahab, Ballimaran, Delhi-6	New Delhi		64000	2010",35.067793,-77.030222,"216 Kale Road, James City, NC, United States of America",,,216,Kale Road,,,,James City,Craven County,North Carolina,,NC,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Harsad Bhi Patel	Ward 25 Balaghat M.P.			100000	2011,,,,,,,,,,,,,,,,,,,,,,
"INC	Harsh Vardhan Singh	19, Windsor Place, New Oethi			54000	2013",,,,,,,,,,,,,,,,,,,,,,
BJP	Harsha Engineering Ltd	Sarkhej Bavla Road P.O. Changodar Ahmedabad-382213	Ahmedabad	Gujarat	51000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Harsha Enginners Limited	Sarkhej-Bavla Road, P.O. Changodar, Ahmedabad	Ahmedabad	Gujarat	500000	2014",23.087454,72.630062,"Gandhinagar-Ahmedabad Highway, Ward 12, Ahmedabad -, GJ, India",,,,Gandhinagar-Ahmedabad Highway,,,Ward 12,Ahmedabad,Ahmadabad,Gujarat,,GJ,India,in,0.08333333333333333,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Harshadkumar Bhailal & Co.	At. & Post Patan			51000	2012,32.487916,-88.070576,"Coatopa Post Office, Sumter County, AL, United States of America",Coatopa Post Office,,,,,,,,Sumter County,Alabama,,AL,United States,us,0.03193055555555556,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Harshvardhan Singh	19, Windsor Place, New Delhi	New Delhi		54000	2010",40.661763,-73.984632,"19 Windsor Place, New York, NY 11215, United States of America",,Brooklyn,19,Windsor Place,,11215,South Slope,New York,Kings County,New York,0.95,NY,United States,us,0.855,0.95,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Harshvardhan Singh	19, Windsor Place New Delhi	New Delhi		24000	2013",40.661763,-73.984632,"19 Windsor Place, New York, NY 11215, United States of America",,Brooklyn,19,Windsor Place,,11215,South Slope,New York,Kings County,New York,0.95,NY,United States,us,0.855,0.95,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Harsukhbhai B.Akbari	17, Jalaramnagar NR. Anath Ashram Katargam			50000	2012",20.91012,77.77068,"Jalaramnagar, Amravati, India",,,,,,,,Jalaramnagar,Amravati,Maharashtra,,MH,India,in,0.027777777777777766,1,,,https://www.whosonfirst.org/docs/licenses/
"INC	Hasan Ahmed	187, Zakir Bagh 2nd Tower 4th Floor New Delhi-25	New Delhi		52500	2013",28.569017,77.278841,"Zakir Bagh, Jamia Nagar, Delhi, South West, India",Zakir Bagh,,,,,,Jamia Nagar,Delhi,South West,Delhi,,DL,India,in,0.2382369614512472,0.020833333333333332,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hasan Ahmed	House No-187, Tower-II, 4th Floor, Zakir Bagh New Friends Colony, Okhla Road, New Delhi-25	New Delhi		32000	2010",28.563114,77.271137,"New Friends Colony, Delhi, DL, India",New Friends Colony,,,,,,New Friends Colony,Delhi,South West,Delhi,,DL,India,in,0,0.5625,,,https://www.whosonfirst.org/docs/licenses/
"INC	Hassen Lyngdoh	Near Step by Step School, Barik Shillong-793003			5000000	2013",,,,,,,,,,,,,,,,,,,,,,
"INC	Hassen Lyngdoh	Near Step by Step School, Barik Shillong-793003			1637650	2013",,,,,,,,,,,,,,,,,,,,,,
INC	Hazi Mazbul Mandelia	Ward no.6 Power House Road Ratangarh			50000	2013,46.967023,6.86276,"2013 Neuchatel, Switzerland",2013,,,,,2013,,,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Heavy Metal & Tubes Ltd	National Highway Mandali Ahmedabad	Ahmedabad	Gujarat	500000	2012,25.480457,68.408915,"National Highway, SD, Pakistan",,,,National Highway,,,,,Hyderabad,Sindh,,SD,Pakistan,pk,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Hede & Co	Next To Narhind Times Office Panaji Goa	Goa	Goa	50000	2003,38.457097,-82.438928,"2003 Co Rd 32, Union, OH 45619, United States of America",,Union Township,2003,Co Rd 32,,45619,,Union,Lawrence County,Ohio,,OH,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
INC	Heena Lal Indora	20/100. Mansarovar Jaipur 	Jaipur	Rajasthan	26600	2005,45.073231,4.883727,"26600 Mercurol, France",26600,,,,,26600,,Mercurol,Drôme,Auvergne-Rhone-Alpes,,,France,fr,0,1,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hem Rolling Mills Pvt. Ltd.	PLASTIC ZONE, GIDC SARIGAM, VAPI, VALSAD			25000	2014",38.9249087,-77.5206950091535,"South Riding Market Square, 25000 Riding Plaza, South Riding, VA 20152, United States of America",South Riding Market Square,,25000,Riding Plaza,,20152,South Riding Market Square,South Riding,Loudoun County,Virginia,,VA,United States,us,0,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hema Ram Choudhary	384, Civil Lines Jaipur	Jaipur	Rajasthan	30000	2013",26.90668,75.778674,"18, Jai Ambey Colony, Civil Lines, Jaipur, Ward 44, Jaipur - 302006, RJ, India",,Zone 4,18,"Jai Ambey Colony, Civil Lines, Jaipur",,302006,Ward 44,Jaipur,Jaipur,Rajasthan,0.95,RJ,India,in,0.4275,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hemanand Biswal	7, K. Kamraj Marg New Delhi	New Delhi		24000	2013",19.051438,72.830511,"6, K C Marg, Bandra A, Mumbai - 400050, MH, India",,Zone 3,6,K C Marg,,400050,Bandra A,Mumbai,Mumbai City,Maharashtra,,MH,India,in,0.33249999999999996,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hemang Purshottambhai Patel	Ahmedabad	Ahmedabad	Gujarat	100000	2010,,,,,,,,,,,,,,,,,,,,,,
BJP	Hemani Industries Ltd	At Ankleshwar Dist Bharuch	Bharuch	Gujarat	51000	2012,,,,,,,,,,,,,,,,,,,,,,
"BJP	Hemant Caterers	Mulund (W), Mumbai - 80.	Mumbai		25000	2003",48.426363,16.249819,"2003 Leitzersdorf, Austria",2003,,,,,2003,,Leitzersdorf,Korneuburg,Lower Austria,,,Austria,at,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hemant Jakte	Panchvati,Vrudhashram, Umred Road, Nagpur-24	Nagpur		75000	2014",52.377372,4.616612,"2014 Haarlem, Netherlands",2014,Haarlem,,,,2014,,Haarlem,,North Holland,,,Netherlands,nl,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Hemant Kumar Khandelwal	Kothi Bazar Betul M. P.	Madhya Pradesh	Madhya Pradesh	100000	2011,,,,,,,,,,,,,,,,,,,,,,
BJP	Hemantkumar Rambhai Patel	Surat	Surat		100000	2012,21.196102,72.815766,"Surat, India",,,,,,,,Surat,Surat,Gujarat,,GJ,India,in,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
BJP	Hemantkumar Rambhai Patel	Surat	Surat		100000	2012,21.196102,72.815766,"Surat, India",,,,,,,,Surat,Surat,Gujarat,,GJ,India,in,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
"INC	Hemaram Chaudhary	384, Civil Lines Jaipur	Jaipur	Rajasthan	59000	2010",26.90668,75.778674,"18, Jai Ambey Colony, Civil Lines, Jaipur, Ward 44, Jaipur - 302006, RJ, India",,Zone 4,18,"Jai Ambey Colony, Civil Lines, Jaipur",,302006,Ward 44,Jaipur,Jaipur,Rajasthan,0.95,RJ,India,in,0.4275,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hemchand jaynarayan purohit	Mumbai	Mumbai		100000	2004,,,,,,,,,,,,,,,,,,,,,,
"BJP	Hemender Agarwal	65/14, Rajpur Road, Dehradun	Dehradun	Uttarakhand	100000	2010",30.3249931,78.0424707,"14, Rajpur-Mussoorie Road, Dehradun -, UT, India",,,14,Rajpur-Mussoorie Road,,,,Dehradun,Dehradun,Uttarakhand,0.95,UT,India,in,0.4275,1,,,
"BJP	Hemlata Dhakad	561, Vikas Nagar Neemuch M. P.	Madhya Pradesh	Madhya Pradesh	100000	2011",28.630578,77.277667,"Laxmi Nagar Metro Station, Vikas Marg, Delhi -, DL, India",,,Laxmi Nagar Metro Station,Vikas Marg,,,,Delhi,South West,Delhi,,DL,India,in,0.03466102764802424,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hemlines Textile Exports Pvt Ltd	""239, Saijpur Gopalpur Village Nr. Shahwadioctroi Naka Narol Ahmedabad -",,,,,,,,,,,,,,,,,,,,,,
"382405""	Ahmedabad	Gujarat	200000	2012",23,71.75,"Gujarat, GJ, India",Gujarat,,,,,,,,,Gujarat,,GJ,India,in,0,,,CC BY 4.0,https://www.geonames.org/datasources/
BJP	Heramba Industries Ltd.	UNIT-1 PLOT NO 1505/1506 PHASE-2 GIDC VAPI			200000	2009,44.731182,-93.150151,"15051 - 15063 December Way, Rosemount, MN 55068, United States of America",,Rosemount,15051 - 15063,December Way,,55068,Cedar Grove,Rosemount,Dakota County,Minnesota,,MN,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Heritage Marble	Survey No. 292 Kharadpada, Silvassa			360000	2014",33.757251,-96.943386,"292 Survey Road, Whitesboro, TX 76273, United States of America",,,292,Survey Road,,76273,,Whitesboro,Grayson County,Texas,,TX,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Hero Cycle Ltd	603 International Trade Tower Nehru Place ND-110019			20000000	2013,44.764814,-91.100415,"S4755 Nd Place, Augusta, WI 54722, United States of America",,Bridge Creek,S4755,Nd Place,,54722,,Augusta,Eau Claire County,Wisconsin,,WI,United States,us,0.046819226608977825,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Hero Honda Finlease ltd	34 vasant lok vasant vihar new delhi-57	New Delhi		350000	2003,,,,,,,,,,,,,,,,,,,,,,
INC	Hero Honda motors ltd	34 Vasank Lok Vasant Vihar New Delhi	New Delhi		2500000	2004,41.489984,-74.853257,"34 Lokanda Way, Lumberland, NY 12737, United States of America",,Lumberland,34,Lokanda Way,,12737,,Lumberland,Sullivan County,New York,,NY,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Hester Bioscience Ltd.	Pushpak, 1st Floor, Panchvati Circle, Motilal Hirabhai Road, Ahmedabad-380006, Ph. 26445107	Ahmedabad	Gujarat	1000000	2014",22.522806,88.354456,"100A, Motilal Nehru Road, Ward 85, Kolkata - 700029, WB, India",,Borough No. VIII,100A,Motilal Nehru Road,,700029,Ward 85,Kolkata,Kolkata,West Bengal,0.11875,WB,India,in,0.0007867087624864131,0.125,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
CPI(M)	Hetero Drugs Ltd. IDA	Sanathnagar Andhra Pradesh 	Andhra Pradesh	Andhra Pradesh	100000	2011,15.83333,79.75,"Andhra Pradesh, AP, India",Andhra Pradesh,,,,,,,,,Andhra Pradesh,,AP,India,in,0,,,CC BY 4.0,https://www.geonames.org/datasources/
"INC	Hetero Durgs Ltd.	Hetero House, 8-3-166/7/1, Erragadda, Hyderabad-18	Hyderabad	Telangana	5000000	2009",17.452616,78.433811,"8-3-168/H/18, Erragadda, Erragadda, Hyderabad - 500018, TG, India",,Central Zone,8-3-168/H/18,Erragadda,,500018,Erragadda,Hyderabad,Hyderabad,Telangana,1,TG,India,in,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hetero Labs Ltd.	Hetero House, 8-3-166/7/1, Erragadda, Hyderabad-18	Hyderabad	Telangana	5000000	2009",17.452616,78.433811,"8-3-168/H/18, Erragadda, Erragadda, Hyderabad - 500018, TG, India",,Central Zone,8-3-168/H/18,Erragadda,,500018,Erragadda,Hyderabad,Hyderabad,Telangana,1,TG,India,in,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
CPI(M)	HETRO DRUGS LTD	HETERO HOUSE II NO 8 -3-166 7 I HYDERABAD	Hyderabad	Telangana	500000	2009,53.592589,11.684474,"Bungalowsiedlung II Nr 8, 19089 Barnin, Germany",,Crivitz,8,Bungalowsiedlung II Nr,,19089,,Barnin,Ludwigslust-Parchim,Mecklenburg-Vorpommern,,MV,Germany,de,0.1411187065972222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
